time,person,T_xacc,T_yacc,T_zacc,RA_xacc,RA_yacc,RA_zacc,LA_xacc,LA_yacc,LA_zacc,RL_xacc,RL_yacc,RL_zacc,LL_xacc,LL_yacc,LL_zacc
1467836365585,p1,4.3674,0.85008,9.0239,-5.2866,-3.7419,9.3824,-4.3758,1.9079,10.871,-3.5784,8.9367,1.3394,-2.8906,-9.1597,1.2601
1467836365625,p1,5.2939,1.1261,8.5255,-3.7435,-4.059,10.727,-3.2937,1.4008,11.662,-3.9244,9.43,1.4294,-3.0401,-9.1223,1.452
1467836365665,p1,5.83,1.1578,8.7834,-4.4736,-2.1321,9.3656,-3.9591,0.94368,9.9631,-3.5435,9.6024,1.797,-2.9811,-9.7884,1.75
1467836365705,p1,5.799,0.94302,8.8414,-4.5762,-2.6228,9.0808,-3.6701,0.43169,9.1795,-3.4099,8.0383,1.1262,-2.7246,-8.4583,1.2648
1467836365745,p1,5.5618,0.9543,8.3473,-3.9248,-1.9721,8.3782,-2.6047,1.4508,9.2513,-3.5741,8.1414,1.4229,-2.8895,-8.7125,1.5602
1467836365785,p1,5.7728,0.91953,7.3491,-3.2453,-2.4496,7.8407,-3.0477,1.9563,7.6369,-3.7763,9.8341,1.7771,-3.0331,-9.5491,1.7348
1467836365825,p1,6.1603,0.87226,7.2771,-4.3159,-0.83585,8.0554,-3.0714,0.76355,9.2757,-3.443,8.8166,1.4998,-2.9203,-9.1302,1.4091
1467836365865,p1,6.3995,0.95988,7.1153,-2.9003,0.41732,8.5582,-2.3194,-1.2546,8.8235,-3.518,8.8763,1.4982,-3.041,-9.6225,1.3759
1467836365905,p1,6.3693,0.69471,6.7632,-2.4125,-1.902,8.3781,-1.4222,-0.12262,8.7123,-3.6229,8.9656,1.556,-2.9652,-9.2656,1.7516
1467836365945,p1,7.1539,0.73601,5.9712,-2.007,1.9955,9.0399,-1.8274,-1.299,9.1545,-3.7459,9.7813,1.8828,-3.1083,-9.7433,1.8226
1467836365985,p1,6.892,0.76576,6.4693,-1.288,0.50717,8.4883,-0.43041,-1.6868,8.933,-3.5332,8.8767,1.3779,-2.9348,-8.8913,1.4842
1467836366025,p1,7.7415,0.61184,6.2061,-1.5859,1.1915,7.8821,-0.22363,-1.206,8.3557,-3.7179,8.6123,1.6746,-3.2352,-9.3384,1.5527
1467836366065,p1,6.7973,1.1965,6.3744,-0.54895,2.3085,8.4719,0.011108,-3.8153,9.8226,-3.6616,9.2652,1.63,-3.1977,-9.5791,1.9934
1467836366105,p1,7.7275,0.90022,6.3646,-0.5338,0.80137,8.7883,1.0293,-0.88036,9.9459,-3.6283,10.149,1.8698,-3.0558,-9.6835,1.749
1467836366145,p1,6.5426,1.0493,6.6699,0.40415,3.7609,10.375,0.49546,-2.5642,10.72,-3.6286,10.328,2.1697,-3.1638,-11.671,1.9958
1467836366185,p1,7.1053,1.3745,5.7214,0.74188,1.8743,10.932,1.4794,-0.92782,10.709,-3.214,10.589,1.1574,-2.6079,-11.048,2.5597
1467836366225,p1,8.0568,0.73064,5.5006,1.0308,3.661,10.95,2.0301,-1.6321,9.3752,-2.9651,12.241,2.6986,-2.7504,-10.941,2.199
1467836366265,p1,7.9248,1.3382,5.7273,1.5397,2.8717,9.7437,2.9456,-1.3458,9.5601,-2.9592,10.692,1.7476,-2.3959,-9.6969,2.5669
1467836366305,p1,7.8814,1.8112,6.0882,2.6197,2.7958,9.8642,4.3184,-1.5673,8.778,-2.3811,9.8847,1.6028,-1.6314,-8.9205,1.6705
1467836366345,p1,8.1918,1.2752,6.1318,3.5783,2.0833,9.7915,5.2177,-2.9457,8.5784,-2.4778,9.8391,1.6684,-1.7083,-10.138,1.6659
1467836366385,p1,7.4157,1.1031,6.2665,3.7424,3.1396,9.931,6.248,-1.7555,9.4413,-0.16558,7.8941,-0.92395,-1.5885,-10.003,1.3845
1467836366425,p1,7.6241,0.71871,5.6464,4.7294,2.0742,10.613,5.7782,0.59163,9.7796,-2.8532,10.057,1.3155,-1.3177,-9.332,1.4357
1467836366465,p1,8.2519,1.0401,5.519,3.9833,1.0928,10.035,4.2458,-1.0474,10.061,-2.2069,9.636,2.0642,-1.2286,-9.7731,1.421
1467836366505,p1,8.2307,1.7307,3.2853,3.4718,1.7465,9.2474,4.1959,-1.7753,9.963,-2.2053,9.0314,1.3897,-1.3183,-9.5402,1.1736
1467836366545,p1,8.3219,-0.84288,3.881,3.0153,2.7354,8.3451,3.7411,-1.4689,8.4057,-1.6542,9.4079,1.5354,-0.92171,-9.6306,0.85886
1467836366585,p1,10.394,3.7111,0.12163,2.8417,2.5667,7.6482,3.2986,-2.0131,8.4818,-1.3911,9.0494,1.4435,-0.57704,-9.5575,0.84247
1467836366625,p1,9.5322,-0.63425,2.9963,2.7686,3.5689,8.4349,3.3745,-2.1491,8.2653,-0.84835,9.264,0.84649,-0.3303,-9.7599,0.72656
1467836366665,p1,9.6445,0.28953,1.4514,3.2183,3.18,8.6351,3.8403,-1.2225,8.7549,-0.62706,9.8494,0.95534,-0.21058,-9.8878,0.82536
1467836366705,p1,10.183,-0.11611,-0.083891,3.2756,3.5394,8.5132,3.5882,-1.8617,8.5031,-0.70298,9.1989,2.2,0.17923,-9.6427,0.69813
1467836366745,p1,9.892,0.039984,0.36998,3.858,3.3727,8.3726,4.494,-2.6959,8.123,-0.70445,9.4022,2.0197,0.46388,-9.6215,0.67312
1467836366785,p1,10.063,0.001066,0.49785,3.9748,3.2093,8.0907,4.5697,-1.2243,7.8077,-0.57792,9.4703,1.9771,0.46434,-9.5255,1.0021
1467836366825,p1,9.5483,0.25932,-1.9364,4.2446,3.525,8.451,5.2816,-1.7705,8.4098,-0.36702,9.0668,1.8317,0.71911,-9.3993,0.87226
1467836366865,p1,9.4956,-0.51804,-0.076795,4.4285,3.4538,9.1249,5.4406,-0.92475,8.8278,-0.27766,9.1271,1.8485,0.73441,-9.175,0.80589
1467836366905,p1,10.378,-0.6941,1.4357,3.9192,3.3237,8.9754,5.193,-1.6647,9.1841,-0.12846,9.1652,1.8514,0.92893,-9.3405,0.86102
1467836366945,p1,10.165,0.28415,1.7538,3.671,3.7291,8.3779,5.0328,-1.7088,8.5272,-0.17647,9.505,1.2349,0.88357,-9.3837,0.47168
1467836366985,p1,9.8665,-0.14864,1.2862,3.9101,3.7542,8.2021,5.2765,-1.6711,8.474,-0.13223,9.4914,0.95066,1.0938,-9.2815,0.87891
1467836367025,p1,9.9146,0.23148,0.60267,4.1283,3.4559,8.7051,5.2666,-1.8127,8.8993,0.031468,9.3743,0.41389,0.83809,-9.7649,0.58941
1467836367065,p1,10.31,-0.68362,-1.0639,3.8629,3.2416,8.9164,3.607,-0.42578,9.2118,-0.56678,9.5961,0.6117,0.55441,-9.3989,0.97407
1467836367105,p1,9.859,-0.18816,-1.8026,3.8677,3.3173,8.3117,4.6499,-1.5638,8.6558,-1.1712,10.958,0.68811,-0.017315,-10.695,0.67704
1467836367145,p1,9.9945,-0.49326,0.13603,3.8613,3.4255,8.0035,4.3853,-1.9479,8.326,-0.71697,9.9684,1.1035,0.19397,-10.221,1.5111
1467836367185,p1,9.8702,-0.22357,-0.37045,4.1583,3.6804,8.4099,4.5501,-1.5657,8.6103,-0.13575,8.8973,1.3264,0.62967,-9.4006,1.3638
1467836367225,p1,9.6604,-0.66503,-0.70315,4.2702,2.9986,9.0101,4.7055,-1.392,8.8101,-0.37298,8.5589,1.337,0.63097,-8.4884,1.1123
1467836367265,p1,9.4845,-0.59996,-1.8082,3.9529,2.8171,8.4678,4.1654,-1.6166,8.3364,-0.66756,9.1877,1.3379,0.45004,-9.1747,1.1074
1467836367305,p1,9.718,-0.70555,0.057954,4.3028,3.0545,7.9899,4.8684,-2.1488,8.0043,-1.0351,9.5011,1.3677,0.32887,-9.7329,0.67801
1467836367345,p1,9.7244,-0.51131,-2.231,5.2552,3.15,8.7738,5.4765,-1.9641,8.8195,-0.95205,9.3215,1.3545,0.19353,-9.8431,0.31685
1467836367385,p1,9.865,-0.66113,-2.0966,5.5859,2.8856,9.285,5.787,-1.496,9.5031,-1.0844,8.8417,1.1723,0.42645,-9.3808,0.25479
1467836367425,p1,9.7031,-1.039,-3.6147,5.8935,2.756,8.9947,6.612,-2.2013,9.2296,-1.0724,9.382,1.112,0.17976,-9.2613,0.57965
1467836367465,p1,9.8749,-0.94402,-3.6277,5.9212,3.3814,9.0268,7.4071,-2.6985,9.3677,-1.2518,9.5449,1.4383,-0.04497,-9.4857,0.97865
1467836367505,p1,9.5329,-0.99152,-4.0335,5.6002,2.8232,9.1487,6.7516,-1.1333,9.0396,-1.2963,9.6036,1.7074,0.24744,-9.5784,1.4614
1467836367545,p1,10.195,-0.89605,-3.2967,5.083,3.119,9.1517,5.9024,-1.7626,8.9521,-0.83235,9.3662,1.537,0.3149,-9.6466,1.6342
1467836367585,p1,9.9652,-0.84771,-3.8129,4.7126,3.4451,7.931,5.1352,-1.5922,8.2627,-0.36944,9.294,1.2912,0.45002,-9.3702,1.4505
1467836367625,p1,10.662,-0.93976,-2.5624,4.6444,3.7813,7.6089,4.9315,-2.0668,8.1212,-0.52119,9.7657,1.3327,0.97433,-9.3425,1.3698
1467836367665,p1,10.559,-1.1061,-3.3699,4.4338,2.7419,7.479,5.274,-1.1689,7.4702,-0.49144,9.8032,1.3633,0.71953,-9.446,1.425
1467836367705,p1,10.027,-0.51858,-1.0127,5.0789,2.2761,7.5294,5.9433,-0.7159,7.5018,-0.27205,9.3682,1.5857,0.5612,-9.9375,1.1968
1467836367745,p1,9.9424,-0.81616,-0.52295,4.6482,1.8586,9.1093,5.2401,-0.36454,8.4385,-0.62279,9.3068,1.5862,0.43445,-9.6234,1.2703
1467836367785,p1,9.3965,-0.53822,-2.256,4.1915,2.3534,9.0699,4.8822,-0.52305,8.475,-0.87768,9.4709,1.5509,0.36008,-9.1439,0.964
1467836367825,p1,9.7365,-0.56004,-1.1793,4.2152,3.3594,9.5922,4.8502,-0.87933,9.4831,-1.1165,9.4251,1.5237,0.19517,-9.248,1.0282
1467836367865,p1,9.5557,-0.66483,-0.53982,2.1236,3.0185,8.9679,2.5425,-0.58554,9.2303,-1.1155,9.1409,1.3289,-0.23965,-9.44,0.97548
1467836367905,p1,9.4793,-0.12298,1.2013,0.69641,2.4718,9.7367,1.8386,-0.99089,9.745,-0.97878,8.6545,1.2122,-0.24667,-9.111,0.8866
1467836367945,p1,9.0048,-0.068434,3.3466,-0.5477,1.0892,7.9415,0.19048,0.14872,8.5755,-0.97988,8.7827,1.0244,-0.47767,-8.4679,1.0189
1467836367985,p1,9.4583,-0.073895,3.8051,2.3909,1.2558,8.49,3.3152,-0.20856,8.1401,-0.75606,8.8287,1.0139,0.2936,-12.111,-0.77079
1467836368025,p1,9.4469,0.1819,2.8368,0.81727,1.2994,8.5365,1.3398,1.1673,7.4213,-0.68215,11.71,0.69712,-0.62653,-8.5762,2.2711
1467836368065,p1,9.385,0.2229,3.8288,1.5485,1.0294,8.2165,1.0559,1.5659,7.9992,-0.2722,7.9063,1.4598,1.2224,-8.1893,0.24904
1467836368105,p1,8.906,-0.44589,3.4628,0.48325,1.8235,7.9803,0.95635,-0.031351,8.0402,0.79699,8.8729,0.86497,1.214,-9.1629,0.95596
1467836368145,p1,8.6982,-0.21491,3.5447,1.3842,1.5365,9.1121,3.1408,1.4998,9.0686,-0.17576,9.4295,1.37,0.92931,-9.0509,1.1696
1467836368185,p1,8.8738,-0.63328,4.0805,-0.67934,2.0084,9.3373,1.3113,-0.51028,9.9315,0.154,9.1464,1.2119,0.77975,-8.8331,1.0407
1467836368225,p1,8.3661,-0.2337,5.2132,-0.14697,2.032,10.928,2.3925,-0.52441,10.647,-0.20069,8.5438,1.5205,0.35985,-9.04,0.94338
1467836368265,p1,9.3696,0.030968,3.6932,0.40002,2.7414,11.109,1.7933,-0.75004,10.867,-0.30917,9.1299,1.1426,0.2096,-9.0676,0.50749
1467836368305,p1,8.6181,0.56096,4.1908,-0.5466,2.6508,11.803,-0.34075,-2.4343,10.991,-0.65326,9.2855,1.278,0.13443,-9.3444,0.72958
1467836368345,p1,8.7043,0.59185,5.5643,0.44388,1.0891,9.9111,0.73234,-1.0902,9.972,-1.2919,8.5854,1.296,-0.20214,-8.9388,0.53076
1467836368385,p1,8.0706,0.030169,4.6531,-0.21898,1.4814,9.034,-1.3281,-1.5967,9.8713,-1.5053,9.1344,0.71339,-0.76598,-9.9658,0.17483
1467836368425,p1,7.3224,0.25927,6.2976,0.21087,-0.30854,8.1852,-0.25777,-0.48499,9.7411,-1.8678,9.0897,2.1092,-1.1029,-10.235,0.85569
1467836368465,p1,6.7417,0.47811,6.4588,-0.97474,0.52892,8.4952,-0.9398,-0.64435,9.8068,-0.92965,10.487,0.73849,-0.48229,-10.693,0.47647
1467836368505,p1,6.0993,0.38527,6.886,-0.59368,-0.69648,8.7034,-0.45608,1.4804,9.6892,-1.3755,11.616,1.0434,-0.2277,-11.28,1.4728
1467836368545,p1,5.0262,0.86443,7.7762,-2.3873,-0.073975,9.8447,-1.3457,-0.08251,10.363,-2.1993,12.256,1.5364,-0.97814,-13.046,3.2258
1467836368585,p1,4.3235,0.33693,7.7227,-2.2848,-0.26933,9.6354,-0.98536,0.91935,8.6421,-3.5503,13.118,3.8941,-3.991,-15.22,5.4401
1467836368625,p1,4.9234,0.75006,6.9391,-2.6859,0.02751,9.9211,-1.1843,0.14716,9.2026,-4.9507,13.364,2.9054,-3.2261,-12.979,2.2617
1467836368665,p1,5.5188,1.0382,7.7811,-3.6179,-0.84691,8.8032,-2.811,2.9254,8.1272,-3.7983,12.161,1.1142,-3.5873,-8.88,1.0714
1467836368705,p1,5.5316,1.4612,9.4251,-3.1813,-1.1515,10.088,-1.8878,2.1644,9.9881,-3.5437,7.648,0.92164,-3.1402,-5.947,1.2362
1467836368745,p1,5.1098,1.6854,11.669,-4.4118,-3.235,6.8822,-3.8176,4.9474,7.2504,-2.7018,7.1068,2.0195,-2.4273,-9.5958,1.2608
1467836368785,p1,4.465,1.0711,9.0863,-5.7768,-8.9935,5.5547,-5.2838,8.0848,5.8339,-3.3234,7.1816,1.4743,-3.1701,-10.219,1.0076
1467836368825,p1,4.3221,1.9378,11.239,-7.5075,-9.5533,5.0604,-6.6794,9.1846,5.7936,-3.3965,8.3956,1.6516,-2.6201,-8.527,1.3501
1467836368865,p1,4.1162,1.3262,8.9957,-4.8763,-8.9175,6.8243,-3.9319,6.8052,6.0844,-3.6213,8.2326,0.95696,-3.2928,-7.6049,1.3114
1467836368905,p1,3.7541,1.2779,10.694,-4.1012,-5.6971,7.6214,-2.9621,5.4843,8.6183,-3.223,9.5804,1.8338,-2.5922,-10.196,2.2201
1467836368945,p1,4.113,0.87984,9.4703,-4.7756,-4.4099,8.1626,-2.855,2.3184,9.4671,-3.4022,9.2751,1.1478,-2.681,-9.2071,1.534
1467836368985,p1,4.6667,1.2615,9.2531,-3.9792,-3.1788,8.7129,-2.3751,2.1427,9.942,-3.6838,9.151,1.87,-2.7416,-9.4226,1.2784
1467836369025,p1,5.59,1.0617,9.1842,-4.881,-2.5442,8.8609,-3.8491,2.3161,9.4839,-3.7251,8.4016,1.6975,-3.1587,-8.1892,1.5959
1467836369065,p1,6.2864,1.1498,7.9816,-5.1089,-2.2739,9.5898,-3.5451,0.93438,10.058,-3.6395,9.0089,1.6763,-2.9664,-9.6993,1.6922
1467836369105,p1,6.0689,0.76677,7.8436,-4.1089,-0.46902,9.3466,-2.7243,-0.44968,10.476,-3.5212,9.2196,1.6184,-2.9808,-9.2805,1.5512
1467836369145,p1,5.8779,0.9346,7.0077,-3.134,-0.79699,9.9488,-2.6992,-0.68692,10.047,-3.3888,9.7586,1.9656,-2.6814,-9.5817,1.8468
1467836369185,p1,5.8088,0.66712,7.3486,-2.9621,3.0477,9.044,-0.41174,-2.0105,10.521,-3.654,8.8521,1.4961,-3.0401,-8.9667,1.6182
1467836369225,p1,6.6986,0.83394,6.4463,-0.8811,-0.57047,9.1885,-0.51573,-0.23678,8.8771,-3.637,8.4545,1.5269,-3.0177,-9.1018,1.7826
1467836369265,p1,7.339,0.62221,6.2409,-2.4082,2.0972,8.5741,-0.56006,-2.9932,9.3327,-3.9412,9.6518,1.8721,-3.2658,-9.7136,1.8888
1467836369305,p1,7.1415,1.2402,5.8555,-0.96389,1.7632,8.4234,-0.39288,-0.65192,8.5342,-3.6105,9.2335,1.7892,-3.0412,-9.7217,1.7656
1467836369345,p1,7.31,0.76348,6.167,-2.1478,1.3784,8.3123,-0.68392,-0.83756,7.3595,-3.6561,9.3833,1.7956,-3.0409,-9.5951,1.9004
1467836369385,p1,7.5806,0.89748,5.4538,-1.3214,2.1428,8.6441,-0.32439,-1.5145,9.9487,-3.5664,9.3983,1.8799,-2.9666,-9.8186,1.6172
1467836369425,p1,7.4028,1.0623,5.349,-1.0239,1.148,8.2939,0.91,-3.0135,8.4752,-3.6441,9.9903,1.9077,-3.1168,-10.132,1.7782
1467836369465,p1,6.8668,1.4058,5.7351,-0.87743,1.8654,9.3236,0.55376,-1.9458,9.7005,-3.4484,9.8325,2.1744,-2.9534,-11.496,2.8082
1467836369505,p1,7.6884,1.4905,5.1376,0.42563,3.0919,9.8183,0.32983,-2.2415,10.01,-3.5025,11.788,2.5614,-2.7581,-10.928,2.4096
1467836369545,p1,8.075,1.3829,5.3264,1.0309,4.1298,10.741,1.4229,-0.29972,9.9931,-1.9115,10.436,2.7899,-2.2923,-9.9277,2.0018
1467836369585,p1,8.1876,1.7805,5.7177,2.3961,3.0272,11.094,2.4522,-1.3556,10.888,-2.8645,9.5799,2.1714,-1.7819,-9.3629,2.1763
1467836369625,p1,9.5471,-1.1039,2.5511,4.8809,4.6004,6.1502,6.2238,-6.9105,4.7288,-9.9977,-0.90751,-1.019,-15.575,-1.1153,-0.34206
1467836369665,p1,9.9824,-0.38169,2.6188,6.2758,6.0875,5.9202,5.7181,-6.1553,4.7422,-11.813,-1.4917,0.69304,-13.306,2.9945,0.4244
1467836369705,p1,9.269,0.039094,2.5564,5.1549,5.66,5.6149,6.1652,-5.2196,4.2805,-8.7046,2.1368,-3.3669,-10.607,4.718,-0.50384
1467836369745,p1,7.3018,0.2461,2.9009,4.6296,5.3563,6.2518,5.4829,-5.7183,5.3374,-8.9393,-0.7808,-1.628,-10.037,5.4497,-1.1794
1467836369785,p1,6.8533,0.056237,3.1201,5.8675,4.9581,5.8688,6.2966,-5.6201,5.1866,-9.8241,-0.89527,-0.19037,-7.8205,5.1084,-0.53787
1467836369825,p1,7.5019,-0.095529,2.7212,5.3922,5.0506,5.7934,6.0475,-5.0329,4.7277,-9.8053,-0.45797,-0.74559,-6.4267,5.7685,-1.0503
1467836369865,p1,8.521,-0.70224,2.352,5.5096,5.1522,5.8431,6.0433,-5.4433,4.7983,-10.253,2.0779,-1.4925,-5.5026,2.3463,0.19595
1467836369905,p1,9.755,-0.93025,3.1804,5.303,5.9918,6.1616,5.9472,-6.366,5.1039,-11.522,2.8437,0.67167,-8.5155,-5.6469,4.5528
1467836369945,p1,10.677,-0.83853,4.3368,4.9461,5.7957,6.1245,5.5535,-6.8199,4.8198,-9.774,2.1962,-0.64282,-13.586,-7.2356,-0.011241
1467836369985,p1,11.183,-0.93144,4.3251,4.2167,7.4491,6.6209,5.3148,-7.0111,5.1275,-11.1,0.95154,-1.9284,-9.7247,-5.8316,1.2977
1467836370025,p1,12.006,0.03879,4.5615,4.0451,6.2651,6.3398,5.0758,-7.4491,6.278,-11.607,3.9683,-1.1767,-11.357,0.76896,-2.2824
1467836370065,p1,10.586,1.0379,2.0507,5.1851,6.5487,5.8232,5.7265,-5.8975,5.7231,-12.554,9.1059,1.2668,-9.4194,-6.2095,0.032025
1467836370105,p1,9.1556,0.88769,1.7405,3.8993,6.538,5.5626,4.9842,-5.3686,6.5656,-9.7747,0.3655,1.4146,-9.5013,5.0232,-3.838
1467836370145,p1,7.7819,0.4753,2.0407,4.4126,6.2924,5.2196,5.201,-3.8567,6.3715,-11.621,-3.7885,-2.1963,-8.8236,1.9751,-2.4306
1467836370185,p1,8.0192,0.3024,2.1981,5.8484,6.2199,5.6168,5.7976,-4.652,5.5289,-14.736,2.5097,-1.418,-10.811,-0.91643,0.50082
1467836370225,p1,10.328,0.37064,2.7307,5.6617,6.9179,4.6761,5.6179,-5.4102,6.3364,-13.922,-3.3055,-1.5154,-10.082,-2.4121,-2.1051
1467836370265,p1,10.52,0.028186,2.7747,4.7185,6.9532,4.4323,5.2727,-5.6652,6.0275,-11.529,-4.9718,-0.67029,-8.9387,0.27957,-2.2653
1467836370305,p1,8.2975,-0.2518,3.1589,5.1514,6.2732,5.1511,5.4184,-5.3941,6.069,-8.3326,-5.7915,-2.4506,-9.8058,0.84844,-1.4493
1467836370345,p1,6.9775,-0.33118,3.4318,5.5967,5.5068,5.2184,5.677,-5.3506,5.5124,-7.6671,-3.764,-0.71404,-9.4607,1.3557,-1.726
1467836370385,p1,7.5376,-0.11306,3.3331,5.4259,5.7218,4.8708,5.4939,-5.1019,5.4295,-5.5546,-3.4493,-0.43189,-9.7015,0.67709,-1.7169
1467836370425,p1,8.4189,0.26552,3.2154,5.0952,6.3801,4.6264,5.6564,-4.8119,5.7154,-5.6705,-3.5156,0.95367,-10.156,1.5511,-1.1396
1467836370465,p1,8.613,0.53663,3.5692,4.8524,6.4454,5.1501,5.2434,-5.8356,6.3821,-6.8713,0.047028,3.2287,-11.022,-1.3742,-0.72894
1467836370505,p1,9.4023,0.66893,4.0983,4.7658,6.9363,5.8808,5.3601,-5.6419,6.3414,-12.081,5.5276,3.8683,-9.7656,-5.7504,-2.6615
1467836370545,p1,10.536,0.67572,3.8309,3.9178,7.2908,5.7921,5.004,-5.5533,6.618,-12.317,13.77,-2.1318,-10.787,-3.3127,-2.0523
1467836370585,p1,11.281,0.92005,4.2186,3.8723,7.3734,6.7423,4.9201,-6.4272,6.7737,-7.4451,4.3157,0.40689,-11.397,-1.7178,-0.24323
1467836370625,p1,12.2,-0.15379,4.1663,3.9627,7.4431,7.3604,5.0722,-6.2312,7.995,-18.149,-4.2235,6.015,-11.75,-6.5539,-0.89712
1467836370665,p1,11.279,-0.053952,3.2723,4.5187,6.8879,5.8693,5.1825,-6.4325,7.5992,-9.5902,1.6538,0.14164,-9.9648,-7.4001,3.7542
1467836370705,p1,9.8162,-1.0163,2.3448,3.9022,6.746,5.1772,5.8435,-5.9102,5.7275,-10.584,-9.3479,-2.2894,-10.099,0.67301,-2.1569
1467836370745,p1,8.2822,-1.0318,1.893,5.0558,5.7558,5.3717,5.5329,-5.8766,4.2261,-9.1701,-0.68785,-4.3634,-14.194,2.3091,-3.1926
1467836370785,p1,9.3113,-0.32556,2.8975,5.754,5.9584,5.0659,6.24,-5.1551,2.1365,-10.003,0.30506,-0.49533,-15.514,-0.51831,-0.26473
1467836370825,p1,9.1368,0.55789,2.7528,5.1889,6.442,4.8362,7.1162,-5.3005,3.4822,-10.397,-1.1688,0.1135,-11.598,2.7169,0.61682
1467836370865,p1,8.8093,0.60521,2.6909,4.4198,6.6018,5.3984,7.4277,-5.1446,3.6651,-9.329,1.6462,-3.1989,-10.669,4.2423,-1.0962
1467836370905,p1,7.944,0.50789,2.8329,4.7688,5.8085,6.4904,6.1899,-5.5454,4.4821,-9.4771,-0.58961,-1.234,-10.061,4.762,-0.99493
