time,person,T_xacc,T_yacc,T_zacc,RA_xacc,RA_yacc,RA_zacc,LA_xacc,LA_yacc,LA_zacc,RL_xacc,RL_yacc,RL_zacc,LL_xacc,LL_yacc,LL_zacc
1491980449309,p1,8.7217,2.1648,3.7261,-2.4552,6.0137,7.1179,0.5654100000000001,-3.8741,8.9904,-9.1279,8.5467,-1.1111,-1.6058,-4.1122,0.8554700000000001
1491980449349,p1,8.9726,1.8792,4.2334,-2.583,6.8286,7.551,0.24305,-3.7375,9.5357,-9.7329,8.4849,-1.2582,-3.092,-5.1984,-0.5696
1491980449389,p1,9.2981,1.4094,4.3522,-2.1915,6.6017,7.3482,0.37018,-4.0443,9.6627,-10.494000000000002,8.7784,-0.40348,-5.7477,-7.3509,-0.97888
1491980449429,p1,9.2734,0.97209,4.4686,-2.8514,6.11,7.2593,0.49941,-3.8888,9.261,-9.6655,8.9158,-0.1844,-8.2684,-9.3244,-1.5124
1491980449469,p1,9.0876,0.8787,4.1084,-2.4754,6.2924,7.1458,1.1043,-3.8419,8.5188,-7.845,7.9624,-0.049244,-8.9355,-9.4851,-1.6511
1491980449509,p1,8.4125,0.22253,4.681,-1.8212,5.9719,7.717,1.3171,-4.1579,8.1681,-6.4927,7.9523,0.052968,-8.2865,-10.779000000000002,-2.2114
1491980449549,p1,7.9036,-0.30632,4.5692,-1.4057,5.4257,7.8313,-0.23707,-3.0625,8.2942,-5.0284,6.3839,-0.141,-8.9602,-10.755,-1.7296
1491980449589,p1,8.2842,-0.73507,3.5696,-1.8003,5.4603,7.7148,-0.098777,-4.6289,9.3162,-3.3719,3.7069,-0.47245,-9.2318,-11.873,-1.8717
1491980449629,p1,8.7061,-0.99312,4.2724,-1.9656,5.4089,7.3247,0.26679,-4.5185,9.0288,-1.1165,0.86635,-0.6116199999999999,-9.8605,-12.339,-0.32968000000000003
1491980449669,p1,8.9359,-0.94552,4.8788,-1.65,5.5829,7.4246,0.018491,-4.7214,9.1509,1.4257,0.35164,-0.66502,-8.6915,-11.399,-1.6895
1491980449709,p1,8.3796,-0.82639,3.9875,-1.2525,5.6639,7.7215,-0.1693,-4.4186,8.7369,1.4234,1.2474,0.35437,-9.1399,-10.483,-2.1503
1491980449749,p1,8.1231,-1.7413,3.5768,-1.1664,5.5762,7.7921,-0.043944,-5.0798,8.8138,-0.2033,3.791,0.34142,-8.3725,-8.7256,-1.7217
1491980449789,p1,8.4991,-2.8981,3.1095,-1.2867,5.6831,7.7627,-0.5242399999999999,-4.5710000000000015,8.1033,-2.5999,4.7661,-0.16547,-8.1536,-7.8758,-1.4841
1491980449829,p1,8.8951,-2.5173,3.4134,-1.3401,5.9096,8.0405,-0.8925799999999999,-4.4384,8.2911,-4.6628,4.9461,-0.32716,-9.048,-9.4689,-1.8771
1491980449869,p1,9.3448,-1.5901,4.0794,-1.4861,6.0729,8.3684,-1.0583,-4.6423,8.6857,-5.8315,5.1556,-1.3188,-9.4667,-9.3647,-1.1966
1491980449909,p1,9.4956,-1.0001,4.4276,-1.8397,5.799,7.8716,-1.2831,-4.3452,8.863,-8.304,6.6453,-1.1975,-8.5698,-10.279000000000002,-1.662
1491980449949,p1,9.3262,-0.74554,4.0997,-2.5648,5.1281,7.2493,-1.2917,-5.3273,9.4643,-10.494000000000002,8.8149,-0.16342,-8.1054,-10.732,-0.856
1491980449989,p1,8.9241,-0.5211899999999999,4.3816,-2.8607,4.952,6.5856,-1.0731,-4.7841,9.2528,-11.425999999999998,11.934,0.95491,-6.7105,-10.098,-0.22559
1491980450029,p1,8.8309,-0.14682,3.5701,-2.3174,5.502999999999999,6.939,-1.0197,-4.4727,8.7934,-9.9889,12.802,1.1329,-4.4263,-6.1961,0.27177
1491980450069,p1,8.7688,-0.16502,4.5469,-2.0371,6.0885,7.6725,-0.85839,-4.609,8.5488,-8.9616,11.572,0.074456,-1.9776,-2.4217,0.70433
1491980450109,p1,8.74,0.21924,4.8476,-2.0925,6.4408,7.5231,-0.56196,-3.9835,8.2735,-9.6131,10.326,-0.19238,-0.055491999999999986,-0.004471,1.1692
1491980450149,p1,8.9208,0.58865,4.732,-2.3883,5.9063,7.2515,-0.70311,-4.1628,8.426,-10.13,9.8661,-1.913,0.6331899999999999,-0.2841,1.1726
1491980450189,p1,8.9865,1.3186,3.6032,-2.7742,6.0534,6.9338,-0.23026,-4.4086,8.7627,-11.356,10.1,-1.6227,0.60163,-1.2628,1.2366
1491980450229,p1,8.6546,1.768,3.0072,-2.8966,6.2541,7.0507,-0.045229000000000005,-4.2832,8.6973,-10.898,9.3252,-2.438,-0.7945399999999999,-3.1097,1.4621
1491980450269,p1,8.8134,2.072,2.6224,-2.7044,6.2379,7.3823,-0.008418,-4.5241,8.8781,-9.5001,6.582999999999998,-1.7692,-2.3396,-3.9369,0.8286100000000001
1491980450309,p1,9.4884,1.8482,3.5065,-2.627,6.6981,7.4723,-0.086975,-4.2179,8.9351,-10.106,8.2599,-1.5956,-4.222,-5.1075,0.57699
1491980450349,p1,9.6854,1.6045,4.7896,-2.9245,6.5591,7.64,-0.16696,-4.5334,9.0763,-11.005,8.9445,-1.1492,-6.7222,-7.4116,-1.5708
1491980450389,p1,9.1457,0.7359899999999999,4.4516,-3.1025,6.0243,7.4421,-0.5842,-4.1547,8.9607,-10.411,8.4041,-0.50643,-10.397,-10.482,-0.7670399999999999
1491980450429,p1,9.0845,0.13087,3.9846,-2.5809,6.222,7.66,-0.40581,-4.3446,8.7564,-7.9296,7.3586,0.78255,-9.2368,-10.515,-1.5693
1491980450469,p1,8.9011,-0.7574,4.2158,-1.9728,5.945,7.75,-0.45934,-4.2905,8.5615,-5.0341,5.1191,1.0232,-8.0168,-10.893,-2.0129
1491980450509,p1,8.6981,-1.3469,3.8373,-1.2913,5.6827,7.8332,-0.38646,-4.0818,8.4025,-3.3721,4.3388,0.8548899999999999,-9.1845,-10.59,-1.5836
1491980450549,p1,8.1202,-1.9371,4.3887,-1.2472,5.4604,7.689,-0.42931,-4.5814,8.2443,-2.4001,2.6855,0.77868,-9.7279,-13.022,-1.6367
1491980450589,p1,8.208,-2.3229,4.3495,-0.99095,5.1585,7.9201,-0.86803,-4.5307,8.2735,-0.083811,1.0453,0.61692,-9.4567,-12.639,-0.5926100000000001
1491980450629,p1,8.0894,-1.6885,5.2779,-0.7811100000000001,5.2028,7.7855,-0.56495,-5.4418,9.0274,2.3655,-0.17565,0.78001,-9.2072,-10.363,-2.3080000000000003
1491980450669,p1,8.3231,-2.0906,3.4123,-0.91302,5.2943,7.9139,-0.65,-5.4262,8.7251,0.33064,1.8786,0.8269200000000001,-9.0627,-9.0491,-2.2796
1491980450709,p1,8.5685,-2.6302,2.6273,-0.9771,5.5269,7.9632,-1.2178,-5.5453,8.9973,-1.8241,3.8662,0.57138,-8.1034,-8.9351,-1.9792
1491980450749,p1,8.6627,-2.6647,3.6648,-1.1137,5.7075,8.2062,-0.8743200000000001,-5.2158,8.4662,-3.1057,4.3814,-0.10019,-8.9742,-9.8558,-2.3998
1491980450789,p1,9.2512,-2.5081,4.0732,-1.3734,5.8504,8.249,-0.98499,-4.4984,8.2076,-5.2028,5.2079,-0.66843,-9.6334,-10.244000000000002,-1.5977
1491980450829,p1,9.0443,-1.8858,4.4935,-1.9321,5.9431,8.1488,-1.0288,-4.6077,8.3359,-7.6999,6.8353,-1.2006,-8.7634,-10.072,-0.8205100000000001
1491980450869,p1,9.3447,-1.2593,4.6938,-2.5995,5.7810000000000015,7.602,-1.0409,-4.8904,8.8786,-10.653,10.31,-0.8735200000000001,-8.2685,-9.8805,-0.5576300000000001
1491980450909,p1,8.854,-0.7315,5.2157,-2.4090000000000003,5.2451,7.1122,-1.1265,-4.6713,8.8099,-10.811,9.4512,-0.18549,-6.7368,-7.8717,-0.2798
1491980450949,p1,8.5278,-0.43194,5.0585,-2.2324,5.2059,7.1909,-0.99037,-4.4971,8.7796,-10.083,9.9371,-0.91419,-3.8867,-5.9591,0.13210999999999998
1491980450989,p1,8.1432,0.25248000000000004,5.1123,-2.1792,5.6127,7.3,-0.8344600000000001,-4.5760000000000005,8.9789,-10.253,11.098,-0.7763100000000001,-2.4597,-3.9653,0.57996
1491980451029,p1,8.3174,0.60852,4.6459,-2.2147,5.6867,7.0523,-0.67148,-4.4165,8.9835,-10.885,11.839,-0.83483,-1.0179,-1.9484,0.804
1491980451069,p1,8.3251,0.84411,4.9982,-2.5637,6.1549,7.0036,-0.19178,-4.0785,8.6915,-9.5663,10.96,-1.1525,1.2631,-0.011442,1.4006
1491980451109,p1,8.4313,0.93461,4.3803,-2.6431,6.3423,6.8533,-0.09158,-4.0637,8.3211,-10.282,10.501,-1.3915,1.6521,-0.56785,1.9137
1491980451149,p1,8.7683,0.90514,3.659,-2.495,6.3794,7.2044,0.20344,-4.1964,8.3768,-10.934,9.2783,-2.0035,0.54215,-1.159,1.5347
1491980451189,p1,8.9497,1.3858,3.5143,-2.3276,6.4217,7.4705,0.032257,-4.1043,8.8983,-9.5575,9.1315,-1.4580000000000002,-2.22,-4.2222,1.0689
1491980451229,p1,9.6151,2.0238,3.807,-2.3125,6.4115,7.5702,0.44728,-4.5824,8.9496,-10.107,8.6332,-1.1909,-4.2982,-5.3726,-0.41863
1491980451269,p1,9.2968,1.5765,5.1446,-2.4754,6.0815,7.6357,-0.22331,-4.3485,9.0527,-10.447,8.372,-0.019426,-7.9522,-8.7007,-0.8554
1491980451309,p1,9.1615,0.97268,4.5129,-3.0074,5.5221,7.0126,-0.6026600000000001,-3.4704,9.2077,-9.7892,8.7608,0.8937200000000001,-10.244000000000002,-8.7067,-0.32636
1491980451349,p1,8.7855,0.3525,4.7448,-2.7089,6.0537,7.362,-0.58824,-3.6025,9.6943,-7.6527,7.5741,1.5307,-7.8067,-11.211,-0.9643
1491980451389,p1,8.665,-0.19276,4.2479,-1.6043,6.2913,8.3298,0.12785,-4.3180000000000005,8.6809,-6.1762,6.3154,0.82642,-7.7383,-10.606,-0.97646
1491980451429,p1,8.6046,-0.48764,4.0068,-0.84916,5.671,8.2319,0.66338,-4.7309,7.3466,-3.6155,4.6205,-0.36579,-9.7229,-10.305,-1.0988
1491980451469,p1,8.3184,-1.0859,4.1351,-0.6898,5.3662,8.0906,0.57285,-4.5168,7.3415,-1.6764,2.0658,-0.99933,-10.268,-13.814,-1.0727
1491980451509,p1,8.3143,-1.9824,4.1665,-0.84969,5.4179,7.9221,-0.21455,-4.6988,8.0956,0.45739,-0.32575,-1.0139,-10.445,-12.079,-1.2652
1491980451549,p1,8.1864,-2.498,3.6922,-1.1245,5.472,7.7919,-0.57289,-5.5017,9.8596,2.3428,-0.79938,-0.75039,-8.9906,-10.324000000000002,-3.0588
1491980451589,p1,8.3446,-2.5848,2.8423,-1.2588,5.2928,7.7514,-0.95355,-4.9988,9.4759,1.4786,1.6126,-0.8304,-8.6003,-9.9455,-2.8868
1491980451629,p1,8.6741,-2.6585,2.0684,-1.6238,5.6533,7.899,-1.9602,-4.6871,9.1398,-1.1348,4.2203,-0.97578,-8.9038,-8.5145,-1.5434
1491980451669,p1,9.382,-2.5318,2.3133,-1.3762,5.7494,8.0784,-1.6273,-5.2608,8.5998,-4.4032,6.122999999999998,-1.7188,-9.3007,-8.6334,-1.2067
1491980451709,p1,9.8871,-1.8325,4.2913,-0.8921600000000001,5.6648,8.499,-1.5296,-5.4558,8.7147,-5.7029999999999985,5.9618,-2.0749,-10.755,-9.4933,-1.1589
1491980451749,p1,9.2427,-0.87971,4.4418,-1.4329,5.8562,8.0591,-0.95597,-4.4089,8.2798,-7.8144,7.0844,-1.7133,-8.9122,-9.3981,-0.9258
1491980451789,p1,8.9778,-1.8255,4.374,-2.5701,5.6118,7.4872,-0.90331,-5.376,8.5077,-10.42,9.0252,-0.16217,-7.5188,-9.6156,-0.4023
1491980451829,p1,8.9238,-1.3086,3.0266,-2.9246,5.2423,6.7129,-1.1857,-4.1289,8.4988,-10.807,9.4586,1.6453,-6.2599,-9.6386,0.22404
1491980451869,p1,8.5929,-0.29132,3.0978,-2.3511,5.5409,7.1188,-0.72282,-4.1437,8.6308,-10.813,10.673,1.884,-4.6148,-6.9275,0.32638
1491980451909,p1,8.8618,0.64891,4.5682,-1.8766,6.106,8.0478,-0.63226,-4.348,8.5868,-10.95,11.056,1.4456,-2.1588,-3.1445,0.43784
1491980451949,p1,8.9663,1.2367,5.5875,-2.1678,6.3114,8.2025,-0.5808300000000001,-4.606,8.7926,-11.384,11.063,1.2268,0.019669,0.37766,0.73816
1491980451989,p1,8.7457,1.258,4.3923,-2.7194,5.7865,6.9767,-0.96284,-4.8369,8.6245,-9.9417,10.25,-0.34896,1.91,2.02,0.66993
1491980452029,p1,8.7033,1.0707,3.1299,-3.2008,5.448,6.3209,-0.27214,-5.7763,9.2259,-10.014,9.3546,-1.4449,1.9964,0.13072,0.35253
1491980452069,p1,8.7611,1.038,3.809,-2.6856,6.3935,7.2956,0.28918,-5.6383,7.9435,-10.836,10.197,-2.7828,0.12553,-3.1541,0.11782
1491980452109,p1,8.972000000000003,1.6135,3.9636,-1.5823,6.8017,8.0625,0.49681,-4.5224,7.9273,-10.515,9.2644,-1.875,-3.2704,-4.7521,0.22049
1491980452149,p1,9.0329,0.82357,5.0109,-1.7587,6.5628,7.8416,-0.055143,-4.225,8.7719,-10.647,7.6404,-1.0431,-6.7135,-7.5291,-0.024471
1491980452189,p1,8.7878,0.9886,4.9877,-2.3026,5.5777,7.0221,-0.28693,-4.0587,8.7826,-10.486,8.7019,-0.04308,-9.2691,-8.0382,-0.54715
1491980452229,p1,8.8695,0.45808,4.1045,-2.6851,5.6487,6.9082,-0.4442100000000001,-4.8209,9.0331,-8.5036,8.4226,0.47724,-8.5379,-9.5043,-0.95712
1491980452269,p1,8.7218,-0.37427,5.0679,-2.2724,5.5017,7.192,-0.19243,-4.952,8.3839,-6.194,6.7513,0.57799,-8.5106,-11.140999999999998,-0.92371
1491980452309,p1,8.6444,-0.90784,5.2727,-2.1485,5.756,7.7432,0.044732,-5.3902,8.3414,-4.8013,6.097,0.54666,-9.4384,-10.667,-0.5869800000000001
1491980452349,p1,8.3441,-1.6002,4.878,-1.2147,6.0394,8.2606,0.008531,-5.2795,7.7228,-3.2807,3.7787,0.37715,-9.9577,-12.234000000000002,-0.34598
1491980452389,p1,8.5833,-1.8216,4.1696,-0.6764600000000001,5.5388,8.49,0.23493000000000006,-5.3226,8.0546,-1.8637,1.2501,0.18328,-8.6084,-11.357,-0.91848
1491980452429,p1,7.911,-2.2601,4.0199,-0.49412,5.591,8.2143,-0.093835,-5.2620000000000005,7.716,1.1261,0.6418,-0.38624,-10.261,-9.8558,-0.68088
1491980452469,p1,8.2009,-2.168,4.4927,-0.7907,5.4974,8.0395,-0.20791,-6.016,8.7054,1.6967,0.007316,-0.56917,-10.059,-12.91,-3.3677
1491980452509,p1,8.1935,-2.278,4.2383,-0.98229,5.4064,7.8046,-0.51784,-5.7523,8.7108,-0.33265,2.4439,-0.48504,-8.5101,-10.09,-2.2581
1491980452549,p1,8.341000000000001,-1.9167,2.5034,-1.6207,5.4115,7.2879,-1.0397,-5.5946,8.908,-1.8794,3.9679,-0.49527,-9.1656,-8.0111,-2.0395
1491980452589,p1,8.9333,-2.1630000000000003,3.6403,-2.1053,5.3753,7.2702,-0.90543,-5.5093,8.4073,-3.4893,4.6373,-0.6784,-8.4615,-8.2173,-1.692
1491980452629,p1,9.2911,-1.5628,4.7362,-1.9346,5.8399,7.4314,-0.47971,-5.1401,8.4684,-6.557,7.0328,-0.72013,-8.4624,-9.0708,-1.134
1491980452669,p1,9.5868,-0.84357,3.9746,-2.0222,6.2863,7.8679,-0.91376,-3.7936,8.9348,-9.3277,8.5427,-0.33477,-7.5576,-9.866,-1.3898
1491980452709,p1,8.9926,-0.15184,4.4745,-1.9771,5.8598,7.8370000000000015,-0.10724000000000003,-3.9148,9.218,-10.065,9.3359,-0.60554,-7.4317,-10.974,-0.97227
1491980452749,p1,8.2607,0.22655,5.8069,-2.4974,5.7287,7.3812,-0.11211,-5.0574,8.7,-9.454,9.862,-0.27871,-6.9507,-10.343,-0.30501
1491980452789,p1,8.3229,0.78185,5.7587,-2.3661,5.7733,7.2,0.3551,-4.2787,7.8769,-11.251,10.992,0.32921,-5.3103,-5.9061,-0.3251
1491980452829,p1,8.4469,1.1562,4.5087,-2.3809,5.9715,7.315,0.97904,-4.501,8.1543,-10.942,11.783,-0.025595,-3.8966,-3.0462,0.28922
1491980452869,p1,8.4312,1.0669,4.6572,-2.6736,6.0507,7.0001,0.8710700000000001,-4.2242,8.4705,-9.6744,10.581,-0.31394,-1.18,-0.30407,0.7608699999999999
1491980452909,p1,8.3281,1.0918,4.194,-2.8533,5.8660000000000005,6.602,0.51726,-4.2089,8.9979,-9.7104,10.073,-0.8543299999999999,2.2389,1.2392,1.3532
1491980452949,p1,8.4794,1.0573,3.2251,-2.7036,6.2883,6.9937,0.48974,-3.7862,8.9706,-10.535,10.246,-1.5839,2.1777,0.24456,1.7380000000000002
1491980452989,p1,9.4358,1.6421,3.2809,-2.6351,6.7057,7.8952,0.5827600000000001,-4.1709,9.2525,-10.39,9.6324,-1.8579,-0.015031,-2.5136,0.8791899999999999
1491980453029,p1,9.4118,2.0809,4.7608,-2.5864,6.7882,7.8862,0.47092,-4.2161,9.0609,-10.031,8.3043,-1.3766,-2.2212,-4.1197,-0.46233
1491980453069,p1,9.2539,1.8592,4.9372,-3.202,6.2341,7.1848,0.30278,-4.1104,8.856,-11.045,8.1774,-0.68399,-5.9903,-9.5194,-0.062442
1491980453109,p1,9.1042,1.4916,4.5457,-2.9017,5.8338,6.7279,0.7683800000000001,-4.1172,8.648,-10.541,8.7659,-1.0497,-8.6843,-7.6445,-0.6856300000000001
1491980453149,p1,9.0894,1.5507,4.6057,-2.6215,5.6488,6.8795,0.8373299999999999,-4.584,8.755,-9.1948,8.6352,-0.80489,-8.1025,-8.5777,-1.6495
1491980453189,p1,8.5227,1.7313,5.0353,-2.2012,5.2647,7.0844,0.32992,-4.3511,8.9486,-6.1344,7.8502,-0.28486,-8.1958,-10.549,-1.7461
1491980453229,p1,8.0931,-0.060144,3.7222,-2.5065,5.4379,7.3653,-0.27007,-4.0739,9.035,-4.0755,4.6949,1.1405,-9.8283,-10.694,-0.92983
1491980453269,p1,8.5381,-1.6455,4.7001,-2.287,6.1589,7.6518,-0.068885,-4.4716,8.2601,-2.0065,3.2855,1.1461,-9.8899,-11.845,-0.6874399999999999
1491980453309,p1,8.4384,-3.5512,5.3509,-1.0863,6.2246,8.0678,0.50174,-4.3565,7.5382,-1.2329,1.1277,1.3666,-9.3055,-12.442,0.59086
1491980453349,p1,8.4911,-2.9064,3.3113,-0.17345,5.9509,8.4755,0.077014,-4.1732,8.0126,0.6795100000000001,0.94179,0.99252,-9.7083,-11.041,-0.11442
1491980453389,p1,7.9389,-0.58937,4.8516,-0.08404500000000001,5.7705,8.6794,0.2142,-5.2813,9.3836,0.78552,0.89505,1.5124,-9.7469,-11.111,-1.2807
1491980453429,p1,8.6415,-0.59153,3.9766,-0.44598,5.444,8.5299,0.029581,-5.0841,8.3383,-0.73118,2.3891,1.4953,-9.0353,-10.445,-2.5295
1491980453469,p1,8.3647,-0.24528000000000005,5.0874,-0.47614,5.4188,8.262,0.50067,-4.5862,9.3756,-9.5432,10.145,0.16155999999999998,-2.6107,-5.0858,0.96135
1491980453509,p1,8.4252,0.21886,5.6132,-1.0878,5.4741,8.3654,0.6610699999999999,-4.3173,9.3245,-9.361,9.4276,-0.20164,-0.7347199999999999,-3.3479,1.3563
1491980453549,p1,8.4878,0.70123,5.2736,-1.0325,5.4826,8.1179,1.5923,-4.2797,8.7512,-10.204,9.3258,0.036631,0.21054,-2.5459,1.4492
1491980453589,p1,8.5574,1.0798,4.9483,-1.045,5.3815,7.9715,1.679,-3.4707,8.3179,-9.6851,8.5562,-0.1772,0.53935,-3.176,1.7593
1491980453629,p1,8.4978,0.98475,4.7458,-1.1432,5.7249,8.1426,1.6862,-3.466,8.401,-8.9772,7.0329,-1.1067,-0.4515,-4.5017,1.9258
1491980453669,p1,8.4314,1.1114,4.7088,-1.2718,6.2969,8.1931,1.571,-3.1063,8.5251,-10.298,11.012,-1.4377,-2.0095,-4.5547,2.0861
1491980453709,p1,8.5543,1.5575,4.0561,-2.101,4.7903,7.9089,1.2108,-3.6106,9.0516,-9.5919,7.3465,-1.3445,-2.5663,-5.1742,0.5435
1491980453749,p1,8.8497,1.3816,4.8257,-1.7092,5.9964,8.1744,1.1466,-3.0563,8.8747,-9.4564,7.3006,-0.99657,-2.7039,-5.7794,-1.3879
1491980453789,p1,9.224,1.7417,4.801,-1.9028,5.8276,7.9878,1.0108,-3.8293,9.6783,-9.7898,8.0953,-1.2592,-4.4314,-8.1968,-2.0661
1491980453829,p1,9.001,1.7297,4.5456,-2.2055,4.6934,7.412000000000001,0.96131,-3.431,9.7415,-9.6944,8.5296,-1.0027,-6.6655,-9.1638,-2.3904
1491980453869,p1,9.1785,1.4247,4.5151,-2.2499,6.0397,8.2491,1.1954,-3.3732,9.3993,-9.1331,8.5895,-0.42124,-7.7899,-8.9903,-3.4996
1491980453909,p1,9.1848,1.2389,4.6557,-1.6642,5.1706,8.4626,1.2887,-3.6086,9.0527,-8.103,7.5413,0.1183,-7.8594,-10.2,-3.6535
1491980453949,p1,8.7586,0.6663100000000001,4.1936,-0.55152,5.5407,9.0981,1.3378,-3.6957,8.7934,-5.3233,6.0808,0.48336,-7.8069,-10.749,-2.5633
1491980453989,p1,7.907999999999999,0.48031,4.2457,-0.65638,4.7895,8.049,1.3623,-3.6494,8.6242,-3.2082,4.6024,0.8951100000000001,-8.1052,-10.595,-1.3278
1491980454029,p1,7.6826,0.052564,4.2188,-0.38259,4.5772,7.8164,1.4726,-3.9752,8.5656,-1.9036,3.722,1.0423,-8.3592,-10.311,-1.0923
1491980454069,p1,7.7221,-0.67684,4.9977,-1.3249,3.8349,7.9215,1.1871,-3.7307,8.4665,-1.1516,2.661,0.8034899999999999,-8.9121,-9.306,-1.4575
1491980454109,p1,8.6564,-1.5007,5.3725,-0.62407,6.3528,8.6372,0.18172,-2.9221,8.5497,-0.99131,3.2632,0.4234100000000001,-8.843,-8.6214,-0.76717
1491980454149,p1,9.1938,-1.489,5.0633,-0.33665,4.7077,8.3884,0.24227,-4.6046,9.5334,-0.75052,3.3056,1.2835,-9.1075,-9.6635,-1.4916
1491980454189,p1,8.9458,-1.1988,3.3921,-0.61702,5.2072,8.3914,0.46969,-5.3864,10.162,-0.61636,3.5295,1.6611,-9.1463,-10.079,-2.1807
1491980454229,p1,8.6515,-0.8962399999999999,2.407,-0.80802,4.9391,8.18,1.0719,-5.1985,9.3705,-1.1888,4.1747,1.0787,-8.6049,-9.2778,-1.3626
1491980454269,p1,8.2433,-1.3289,3.9753,-1.1437,4.794,8.6196,0.7203,-4.3501,8.5289,-2.772,5.3106,0.55047,-9.1351,-8.4546,-1.0854
1491980454309,p1,8.66,-1.7009,3.5359,-1.6132,4.3997,8.435,0.58775,-3.613,8.1644,-4.9671,6.4132,0.23506,-9.0611,-9.0378,-1.026
1491980454349,p1,8.9997,-1.1939,5.7725,-1.9035,4.8896,8.4112,0.56281,-3.4094,8.4124,-7.5434,7.7674,0.39191,-8.7175,-9.4945,-1.1932
1491980454389,p1,9.413,-1.221,4.2908,-1.8149,4.976,8.5968,0.33522,-4.9626,9.8442,-7.6675,8.2209,-0.57147,-7.5499,-9.8946,-1.5631
1491980454429,p1,8.9291,-0.90017,4.6995,-1.7605,5.1862,8.2579,0.69999,-4.6833,10.119,-8.6971,10.902,-0.5050399999999999,-6.6277,-9.4136,-1.4939
