time,entity,current1,current2,current3,pressure1,pressure2,pressure3,rate1,rate2,rate3,temperature1,temperature2,temperature3,torque1,torque2,torque3
1487935310400,machine1,8.8269,1.0956,4.9026,-0.7017899999999999,5.735,8.5574,low,low,9.2834,-10.015,9.1548,0.5231899999999999,-9.2473,-8.9808,-0.41684
1487935379520,machine1,8.3134,0.9832700000000001,4.3907,0.073996,4.5867,8.3674,low,low,8.8023,-8.2791,8.7245,1.0612,-8.2163,-10.298,-0.98567
1487935448640,machine1,,0.12884,3.89,0.49967,4.0312,7.9349,low,low,8.5064,-5.7969,6.7477,0.85816,-8.9201,-9.8754,-1.3699
1487935517760,machine1,7.9172,-1.1161,4.0607,0.5503399999999999,5.1773,8.548,low,low,8.4482,-3.5827,4.0922,-0.505,-9.5594,-11.276,-1.6833
1487935586880,machine1,8.6919,-2.4290000000000003,4.819,0.92856,5.4054,8.4641,low,low,8.5877,-1.7636,1.5675,-1.2385,-9.2987,-11.557,-2.7555
1487935656000,machine1,,-2.6379,4.5217,0.62075,5.0955,8.3928,low,low,8.6679,-0.9784200000000001,1.6359,-0.69009,-9.499,-10.466,-2.6513
1487935725120,machine1,8.8157,-1.7167,4.2725,0.7842,4.9312,8.7673,low,low,8.7865,0.36446,1.1626,0.77795,-9.5522,-10.899000000000001,-2.6384
1487935794240,machine1,8.1733,-1.0548,3.0484,0.45098999999999995,4.3784,8.2912,low,low,8.9136,0.20032,1.3251,1.2246,-8.9054,-9.6038,-2.1608
1487935863360,machine1,8.235,-0.99321,2.3331,0.024118,4.9451,8.4273,low,low,8.9131,-1.5291,3.4339,1.0375,-8.8434,-8.875,-1.3062
1487935932480,machine1,8.897,-1.7773,4.4368,0.37364,5.2452,8.5183,low,low,8.2306,-3.8049,4.3555,0.89328,-9.1279,-9.0096,-0.8780700000000001
1487936001600,machine1,,-1.2473,4.2948,-0.25926,4.8188,8.4736,low,low,8.769,-5.7614,5.4004,0.25261,-9.8558,-9.7378,-1.0119
1487936070720,machine1,,,4.9822,0.07786,4.9935,8.4351,low,low,8.8815,-8.1667,6.9574,0.48018999999999995,-9.4678,-10.395999999999999,-1.3806
1487936139840,machine1,9.0503,,4.4066,-0.084508,5.1565,8.3352,low,low,9.2299,-9.6367,7.9581,0.10444,-8.3522,-10.474,-1.8177
1487936208960,machine1,,-0.5665,,-0.24286999999999997,5.4752,8.117,low,low,9.1419,-9.8064,8.8659,-0.14005,-6.4009,-8.5731,-1.1894
1487936278080,machine1,,-0.063328,,0.69906,4.66,8.712,low,low,9.4076,-10.722999999999999,10.121,0.15528,-4.5836,-6.1333,-0.63666
1487936347200,machine1,8.6546,0.72795,4.5706,0.70043,4.1008,8.0485,low,low,8.7843,-11.882,13.116,0.28631,-2.9917,-4.1106,-0.14861
1487936416320,machine1,,1.1371,,-0.642,5.3626,7.3656,low,low,8.5658,-11.299000000000001,11.574000000000002,0.014587000000000001,-1.6545,-1.9066,0.11897999999999999
1487936485440,machine1,9.1112,,4.7267,-1.7349,5.7836,8.554,low,low,8.8468,-9.5419,9.3949,-0.8555799999999999,-0.12419000000000001,-0.59901,0.10354000000000001
1487936554560,machine1,8.6447,,3.859,-1.7151,5.4353,8.3873,low,low,8.628,-10.042,8.6931,-2.0953,0.61785,-0.84495,1.0866
1487936623680,machine1,8.437999999999999,1.079,2.4078,-0.59988,5.4652,8.1925,low,low,8.6902,-9.5783,7.4182,-1.6645,-0.23114,-2.5454,1.4337
1487936692800,machine1,,,2.9882,0.058932000000000005,4.8937,8.5318,low,low,8.8201,-10.488,7.7244,-0.42261000000000004,-1.8203,-3.2702,1.4871
1487936761920,machine1,8.8648,,4.3198,-0.24672,5.341,8.2914,low,low,8.6655,-10.793,7.6243,-0.083496,-3.9056,-4.5798,0.6713899999999999
1487936831040,machine1,9.8771,,4.7301,-0.94537,5.1727,8.5099,low,low,8.4482,-11.36,8.9345,-0.081308,-6.322,-6.7693,-0.15228
1487936900160,machine1,,1.1093,,-1.1643,5.2967,8.9319,low,veryLow,8.7076,-10.967,9.8171,0.8709899999999999,-8.538,-10.380999999999998,-0.34886
1487936969280,machine1,9.7415,0.45998999999999995,4.5622,0.06418099999999999,5.1324,8.7881,low,low,8.89,-9.2494,8.7046,1.3119,-8.5773,-11.434000000000001,-0.4196
1487937038400,machine1,8.8753,-0.13154000000000002,4.1713,1.0461,4.2781,8.9457,low,low,8.7825,-6.1423,5.6664,0.85239,-7.2591,-10.748,-1.912
1487937107520,machine1,8.3427,-1.0889,,1.162,3.8428,8.23,low,low,8.6665,-3.2319999999999998,4.4509,0.1469,-8.2482,-10.644,-2.4663
1487937176640,machine1,7.9399,-2.4955,4.41,1.902,4.6668,7.7863,low,low,8.761000000000001,-1.403,2.8565,-0.65493,-9.5379,-11.212,-2.8258
1487937245760,machine1,7.2802,-3.0555,4.9981,1.3322,4.1389,8.157,low,veryLow,8.894,-1.8254,2.3437,-0.37776,-9.4762,-9.911,-3.2769999999999997
1487937314880,machine1,8.1795,-2.4882,3.9568,0.91917,4.4016,8.4911,low,low,7.7748,-0.9071100000000001,1.3539,0.44456999999999997,-9.5884,-10.242,-2.585
1487937384000,machine1,8.9849,-2.1041,4.4801,1.2713,4.8465,8.731,low,veryLow,8.0972,0.093852,1.4023,0.57717,-8.8462,-9.9545,-2.3326
1487937453120,machine1,,-1.5437,3.082,1.0761,3.7023,8.7003,low,low,8.8937,-0.28468000000000004,2.5095,0.8834799999999999,-8.6575,-9.6076,-1.3947
1487937522240,machine1,,-1.7114,,0.7673800000000001,4.1957,8.9582,low,low,8.9898,-1.595,4.2174,0.13502999999999998,-8.8887,-9.2195,-1.0016
1487937591360,machine1,,-2.0546,3.4351,0.98808,4.563,8.6988,low,veryLow,8.0596,-3.2387,5.4138,-0.57455,-9.3831,-9.0817,-1.271
1487937660480,machine1,,,4.226,0.71213,4.224,8.6202,low,low,7.8805,-6.2723,6.9477,-0.79473,-9.1287,-9.3072,-1.2225
1487937729600,machine1,,-1.7672,4.7535,0.9077299999999999,4.1832,8.541,low,veryLow,8.4572,-9.3845,7.9101,-0.73826,-8.4404,-9.6831,-1.4584
1487937798720,machine1,8.9142,-1.4208,4.1707,0.79456,4.4473,8.5756,low,low,9.4429,-10.885,9.3419,-0.20725,-7.9459,-9.9039,-0.9202799999999999
1487937867840,machine1,8.5682,-0.8302,3.5154,0.68714,4.4034,8.6136,low,low,9.9551,-9.5268,9.8702,0.29214,-6.6559,-9.0441,-0.7318100000000001
1487937936960,machine1,7.9797,-0.27366,4.462,0.61138,4.4516,8.6765,low,low,9.3773,-9.6871,9.164,0.43223999999999996,-4.7036,-6.4627,-0.27352
1487938006080,machine1,8.4864,-0.10124,4.7878,0.19975,5.5136,8.674,low,low,8.6359,-10.999,9.8953,0.074964,-2.3298,-2.7034,0.29966
1487938075200,machine1,9.0972,0.27575,5.6229,-0.44991000000000003,5.6141,8.4663,low,low,8.2284,-11.107000000000001,11.862,-0.48457,-0.99374,-1.1338,0.38623
1487938144320,machine1,,0.81033,4.6442,-1.5078,5.9678,8.5538,low,low,8.2762,-9.5193,10.805,-0.8566600000000001,0.34075,-0.55064,0.60458
1487938213440,machine1,8.8663,,3.8353,-2.4294,5.8922,8.1736,low,low,8.9009,-9.9008,9.2753,-1.2828,0.70728,-1.1293,1.1172
1487938282560,machine1,,,3.0161,-1.4846,5.5544,7.3272,low,low,8.9871,-9.63,8.8718,-1.3969999999999998,-0.24611999999999998,-2.7257,1.7691
1487938351680,machine1,8.7477,,2.9071,-0.85995,5.3766,7.9670000000000005,low,low,8.8049,-10.013,8.0432,-0.89359,-1.8222,-4.3004,1.305
1487938420800,machine1,,,4.8884,-0.33018000000000003,4.9378,7.9463,low,low,9.3146,-10.83,7.2585,-0.534,-4.1022,-5.5716,0.45621000000000006
1487938489920,machine1,,,,-0.9589700000000001,4.1662,8.0872,low,low,10.225,-10.831,7.8108,0.12562,-6.9688,-8.1471,-0.48068
1487938559040,machine1,8.7652,0.78392,,-1.4074,4.9837,8.511000000000001,low,low,8.5703,-9.7224,8.551,-0.07799500000000001,-9.3905,-9.8938,0.2581
1487938628160,machine1,,-0.058352,,-0.64307,5.8507,8.6801,low,low,7.6942,-8.7456,9.0779,0.39123,-7.4808,-9.6459,-0.55314
1487938697280,machine1,,-0.54004,,0.8235600000000001,4.6772,8.6424,low,low,7.6196,-7.0482,7.4185,0.67473,-8.7172,-9.39,-1.6043
1487938766400,machine1,8.7288,-1.1089,,2.0126,4.0802,8.732000000000001,low,low,7.625,-3.1706,4.3813,0.69592,-9.8895,-11.182,-2.4357
1487938835520,machine1,,-1.8375,4.4075,1.4183,3.7463,8.6199,low,veryLow,8.2328,-1.7206,2.6705,0.47931999999999997,-8.7759,-12.26,-3.1445
1487938904640,machine1,,-2.5235,3.8727,1.0677,5.0767,8.7551,low,veryLow,8.5057,-0.9263899999999999,2.0303,0.090817,-8.9839,-11.183,-3.2646
1487938973760,machine1,8.5694,-2.3919,3.1845,0.99571,4.9257,8.4016,low,veryLow,8.6799,0.031702999999999995,1.5698,-0.084506,-8.8104,-10.467,-3.2672
1487939042880,machine1,7.9311,-1.7355,,0.25076,3.4953,8.4196,low,veryLow,8.2731,0.36065,1.8381,0.64958,-8.77,-8.9747,-2.8068
1487939112000,machine1,8.1263,,2.895,0.2883,4.6988,8.2188,low,veryLow,8.4408,-0.75092,2.9294,0.46851000000000004,-8.9489,-8.842,-2.04
1487939181120,machine1,8.6837,,,1.1354,4.6936,8.2774,low,veryLow,8.4083,-2.7646,4.934,-0.15935,-9.2022,-8.5603,-1.0873
1487939250240,machine1,9.3023,,2.6323,0.3372,3.5088,8.6268,low,veryLow,8.1955,-4.83,5.7203,-0.05165,-8.8426,-8.352,-1.3346
1487939319360,machine1,9.9842,,3.8299,0.79732,5.1869,8.5449,low,veryLow,8.3761,-6.0707,5.5087,-0.82663,-9.7726,-9.2902,-0.9494799999999999
1487939388480,machine1,9.5079,,,0.16698,4.8715,8.6077,low,low,8.5154,-7.91,7.3606,-0.6630199999999999,-8.8007,-10.431,-0.84649
1487939457600,machine1,9.3814,-2.2813,,0.19734000000000002,4.6334,8.6943,low,veryLow,8.6683,-8.9585,9.4405,-0.44626000000000005,-8.0056,-10.093,-0.26439
1487939526720,machine1,8.914,-1.73,,0.38209,4.5915,8.3453,low,veryLow,8.2488,-9.7642,11.039000000000001,0.35362,-6.7224,-8.6566,-0.3733
1487939595840,machine1,,-1.3431,,0.17177,4.601,8.3926,low,veryLow,8.0745,-9.687999999999999,10.695,0.23548000000000002,-4.7625,-6.0604,0.11504
1487939664960,machine1,,-0.6926399999999999,4.0619,-0.09496900000000001,5.2564,8.2336,low,veryLow,8.421,-9.5316,10.652000000000001,-0.061442,-2.5563,-3.7255,0.24079
1487939734080,machine1,,-0.16232,4.4323,-0.6853,5.8642,7.9071,low,low,8.5827,-10.236,10.444,-1.3734,-0.75479,-1.8162,0.8366600000000001
1487939803200,machine1,,0.39273,4.5925,-0.93524,5.6568,7.6859,low,low,8.4158,-10.22,10.062999999999999,-1.7553,0.38411,-1.4394,0.49833
1487939872320,machine1,8.7612,0.80419,3.8110000000000004,-1.7916,5.4827,7.6167,low,low,8.046,-9.8154,9.536,-2.5719,0.79655,-1.3153,0.78204
1487939941440,machine1,9.4861,,,-1.1656,6.2298,8.0152,low,low,7.892,-9.7235,7.9287,-1.9380000000000002,-0.088586,-2.2386,1.1157
1487940010560,machine1,,0.8462,3.9097,-0.59915,6.3903,8.3985,low,low,7.4887,-10.047,8.8898,-0.70762,-1.2824,-4.0266,1.3298
1487940079680,machine1,9.6079,,,-1.088,6.726,8.1807,low,low,8.2196,-10.876,7.7225,-0.32537,-2.7992,-5.7268,0.35828000000000004
1487940148800,machine1,8.4307,,,-0.7956300000000001,5.4724,8.2084,low,low,8.5218,-10.87,7.9849,-0.29552,-6.1752,-8.736,0.23337
1487940217920,machine1,7.6558,0.34581999999999996,3.9488,0.051189,4.9915,7.8736,low,low,8.5709,-10.392000000000001,8.1283,-0.060986,-8.6461,-8.2091,0.27521999999999996
1487940287040,machine1,8.1469,-0.13731,3.3675,0.082161,4.8856,8.2087,low,veryLow,9.5728,-8.1726,8.075,0.44133999999999995,-8.6335,-8.907,-0.9889700000000001
1487940356160,machine1,,-1.1634,5.2444,0.28876,4.7465,8.3697,low,low,7.9637,-7.6334,7.629,0.0024920000000000003,-8.5458,-9.9662,-1.5282
1487940425280,machine1,8.2361,-1.8833,6.3409,1.1079,3.9318,8.8667,low,veryLow,7.6702,-5.5416,7.1461,-0.90781,-9.97,-10.302,-1.9118
1487940494400,machine1,,-2.5861,5.1023,1.7137,3.1571,8.6336,low,low,7.9646,-2.4603,3.5805,-0.8270200000000001,-9.6875,-11.392000000000001,-2.3133
1487940563520,machine1,,-3.1689999999999996,4.4125,2.6263,2.427,8.6723,low,low,8.0835,-0.16288,0.2487,0.010558,-9.4168,-10.668,-2.5011
1487940632640,machine1,,-2.8635,,2.3702,3.1151,8.7687,low,veryLow,8.4883,0.57833,0.21136,0.67824,-9.1471,-10.948,-1.8847
1487940701760,machine1,8.2684,-2.4825,4.2186,1.8896,2.9127,9.0078,low,veryLow,7.9845,0.5571,1.6639,1.2314,-8.7183,-10.085,-1.5165
1487940770880,machine1,9.5027,-2.0599,2.557,-0.72796,4.7088,8.607999999999999,low,low,9.6027,-1.5653,5.5661,-2.4709,-8.7756,-8.508,0.31463
1487940840000,machine1,,-1.5409,1.7721,-0.26813000000000003,5.0063,8.7337,low,low,8.8162,-2.9096,5.6347,-2.1979,-9.1044,-7.7576,-0.22680999999999998
1487940909120,machine1,9.1702,-0.92017,3.5168,-0.39569,4.9414,8.6159,low,low,8.4722,-4.8202,5.5352,-1.7409,-9.4137,-8.7778,-0.7278600000000001
1487940978240,machine1,,,4.0977,-0.54695,4.7717,8.6239,low,low,8.5371,-7.7089,7.0046,-0.73515,-7.8881,-10.270999999999999,-0.8107
1487941047360,machine1,,,3.2910000000000004,-1.4167,4.6787,8.3265,low,low,8.5926,-11.045,8.5071,0.89189,-6.2919,-9.7101,-1.0362
1487941116480,machine1,,-0.77717,3.0994,-1.4053,4.9479,8.3084,low,low,9.3734,-11.074000000000002,8.6467,1.5664,-5.0615,-8.4449,-1.3258
1487941185600,machine1,,-0.054711,3.8953,-1.7013,5.4051,8.0365,low,low,8.9272,-10.39,9.2131,1.2719,-4.1073,-6.9195,-0.9021399999999999
1487941254720,machine1,,0.63358,,-2.128,5.4714,7.8835,low,low,8.8857,-11.059000000000001,9.9541,0.9950600000000001,-2.3426,-4.3806,-0.85054
1487941323840,machine1,9.2088,,,-2.8958,5.5051,7.4561,low,low,8.8115,-11.577,10.298,0.8192200000000001,-0.9227299999999999,-2.065,-0.55882
1487941392960,machine1,,,3.4822,-2.6816,5.1942,7.5702,low,low,8.522,-10.41,9.8691,0.40795,0.92985,-0.69189,-0.48646000000000006
1487941462080,machine1,,0.9526600000000001,2.7726,-2.3172,5.6439,7.8199,low,low,8.4816,-9.6409,9.4857,-0.43151999999999996,1.6622,-1.7414,-0.41715
1487941531200,machine1,9.0729,0.29806,,-1.4364,5.5542,8.2867,low,low,8.7408,-9.551,9.2405,-0.89464,1.4223,-1.9048,-0.36188000000000003
1487941600320,machine1,9.3428,0.5191,,-0.66323,6.0328,8.5585,low,low,9.2059,-9.3469,8.3155,-1.925,-1.5337,-4.4744,-0.73253
1487941669440,machine1,9.8679,1.3883,2.8358,-0.68429,6.2859,8.3578,low,low,8.9092,-11.127,8.8628,-1.7662,-4.0839,-6.1109,-1.4524
1487941738560,machine1,,,4.0687,-1.3661,5.9199,8.3666,low,low,9.0424,-10.892999999999999,8.8067,-0.66602,-7.8566,-9.4654,-0.56893
1487941807680,machine1,10.089,,4.7498,-2.3642,6.0360000000000005,7.9527,low,low,9.1336,-10.555,8.9766,0.28596,-9.3289,-7.3513,-0.7449899999999999
1487941876800,machine1,9.4011,1.1417,4.3153,-2.7146,5.0911,7.8296,low,veryLow,9.2754,-8.4348,8.1558,1.2898,-7.8278,-10.347999999999999,-0.21222
1487941945920,machine1,8.8299,-0.20010999999999998,3.8323,-2.2837,5.1103,7.8614,low,low,9.0126,-5.9731,7.2069,0.96519,-7.7031,-12.76,1.3597
1487942015040,machine1,,-0.8644,,-0.42878999999999995,5.7821,8.2502,low,low,8.669,-4.022,5.3634,0.66125,-8.3814,-10.77,1.376
1487942084160,machine1,8.4954,-1.4434,4.1947,0.89161,4.7288,8.4381,low,low,8.4099,-2.309,3.0861,-0.17970999999999998,-9.0928,-10.707,1.4837
1487942153280,machine1,7.9692,,5.6216,0.32891,4.2936,8.197000000000001,low,veryLow,7.7957,-0.8260700000000001,1.9035,-1.1465,-8.8828,-8.8142,-1.7051
1487942222400,machine1,7.5593,-1.5242,5.903,-0.06375900000000001,4.7686,8.2575,low,low,8.3479,0.13224,1.6062,-0.87185,-9.8272,-9.1383,-1.7518
1487942291520,machine1,,-2.2849,4.1199,0.069285,4.2359,8.1101,low,low,7.5194,1.2982,1.9513,0.21663000000000002,-9.0679,-11.342,-2.8955
1487942360640,machine1,7.4924,,3.6715,0.9881,4.8804,8.1843,low,low,7.5327,0.16654000000000002,2.7634,0.4181,-9.3649,-10.155,-2.1801
1487942429760,machine1,8.7246,-2.5807,2.8461,1.5797,5.4708,8.4069,low,veryLow,8.5714,-2.016,4.175,-0.23503000000000002,-9.5129,-9.4693,-1.5233
1487942498880,machine1,9.4797,-2.0167,2.9152,1.0428,5.3867,8.7483,low,low,8.1642,-4.0257,5.7266,-0.11954000000000001,-8.8605,-9.2573,-1.0635
1487942568000,machine1,,,5.2436,-0.43013999999999997,5.4008,8.89,low,veryLow,8.493,-6.4084,7.1124,-0.16892000000000001,-9.152999999999999,-9.6831,-0.6661199999999999
1487942637120,machine1,,-1.6982,3.9054,-1.436,5.4618,8.3349,low,veryLow,8.7998,-8.1729,7.6581,0.38028,-8.1503,-10.165,-0.93437
1487942706240,machine1,9.2918,-0.9319299999999999,2.503,-1.1844,5.1791,8.6195,low,veryLow,8.9701,-9.1575,8.8985,0.53922,-7.1001,-9.5815,-0.41451000000000005
1487942775360,machine1,8.9748,-0.90648,4.1943,-1.6517,4.5537,7.6198,low,low,8.8301,-9.3319,9.4821,0.71515,-5.9152,-9.1562,0.25661
1487942844480,machine1,8.568,0.13127,4.862,-1.4775,5.8883,7.3985,low,low,9.0018,-10.415999999999999,11.112,0.9091899999999999,-4.247,-6.1696,0.60663
1487942913600,machine1,,0.5040399999999999,,-1.2209999999999999,5.185,7.426,low,low,8.7226,-10.189,10.491,0.66682,-2.8798,-4.1382,1.0685
1487942982720,machine1,,,4.7958,-1.0536,5.7717,7.437,low,low,8.6347,-9.6514,9.6992,-1.2873,-1.1087,-2.0614,0.82014
1487943051840,machine1,8.296,,4.1616,-1.0149,5.9269,7.4282,low,low,8.5043,-10.324000000000002,9.512,-1.9984,0.5183300000000001,-0.91733,0.4473
1487943120960,machine1,8.8848,,3.9116,-0.72923,5.7821,7.7817,low,low,9.2576,-10.311,9.8716,-1.886,0.8247700000000001,-1.247,0.31711
1487943190080,machine1,9.7018,1.0184,3.0410000000000004,-1.9471,6.4291,7.8744,low,low,8.2887,-10.068999999999999,9.28,-1.8805,0.66552,-2.1861,-0.091536
1487943259200,machine1,,2.182,2.1413,-3.4144,5.9445,7.8437,low,low,8.6465,-10.501,8.9636,-1.9488,-1.344,-3.7177,0.53528
1487943328320,machine1,9.5895,,2.9753,-3.4829,5.7077,7.6964,low,low,8.9525,-10.355,8.4527,-1.6077,-3.0937,-5.5573,-0.85893
1487943397440,machine1,,2.1913,3.1727,-2.33,6.0409,7.9479999999999995,low,low,8.7875,-10.897,8.3706,-0.41803999999999997,-6.2755,-8.9789,-0.80985
1487943466560,machine1,,1.7463,3.5791,-4.5607,3.8115,6.7722,low,low,8.5944,-9.9053,7.8731,1.1256,-8.8222,-8.568999999999999,-1.4196
1487943535680,machine1,9.0571,1.1057,4.7377,-4.0564,6.4402,8.6343,low,low,8.3535,-8.6072,8.1933,1.1213,-8.6604,-9.904,-2.2572
1487943604800,machine1,,0.78661,3.8522,0.83467,4.5477,8.7724,low,low,8.4292,-5.7917,6.6095,0.50429,-7.239,-11.272,-1.7736
