time,person,T_xacc,T_yacc,T_zacc,RA_xacc,RA_yacc,RA_zacc,LA_xacc,LA_yacc,LA_zacc,RL_xacc,RL_yacc,RL_zacc,LL_xacc,LL_yacc,LL_zacc
1467836067225,p1,7.9287,1.3138,5.7017,0.35389,6.1672,7.6057,3.3542,-8.6176,3.4596,-3.5448,9.0658,-0.88845,-2.7952,-9.092,2.6334
1467836067265,p1,7.9212,1.2695,5.6715,0.33441,6.1598,7.6274,3.3101,-8.5349,3.5162,-3.5073,9.0211,-0.90265,-2.7877,-9.0921,2.6335
1467836067305,p1,7.8765,1.2846,5.6936,0.35646,6.109,7.5981,3.3054,-8.5761,3.4924,-3.5075,9.0511,-0.9252,-2.7728,-9.0996,2.6188
1467836067345,p1,7.8689,1.2844,5.7458,0.35885,6.1574,7.6178,3.3053,-8.5688,3.4971,-3.5375,9.0512,-0.95581,-2.7877,-9.0921,2.641
1467836067385,p1,7.8915,1.3214,5.7163,0.36867,6.1429,7.6129,3.3151,-8.5519,3.497,-3.5075,9.0511,-0.91769,-2.8027,-9.0919,2.6183
1467836067425,p1,7.8765,1.2994,5.6862,0.34915,6.138,7.6274,3.3053,-8.5445,3.4918,-3.5225,9.066,-0.903,-2.8027,-9.0771,2.6333
1467836067465,p1,7.9063,1.2918,5.6864,0.34904,6.1526,7.608,3.3175,-8.5689,3.5071,-3.5449,9.0585,-0.91845,-2.7877,-9.0846,2.6335
1467836067505,p1,7.8988,1.2844,5.7012,0.36139,6.1476,7.6324,3.32,-8.5689,3.4827,-3.5374,9.0436,-0.93329,-2.8177,-9.1068,2.618
1467836067545,p1,7.8986,1.2841,5.7758,0.36868,6.1525,7.6227,3.3199,-8.5446,3.5116,-3.5074,9.0361,-0.90267,-2.8027,-9.092,2.6407
1467836067585,p1,7.8984,1.2543,5.8055,0.3613,6.1526,7.6129,3.3346,-8.5593,3.4974,-3.53,9.0661,-0.93317,-2.8177,-9.092,2.6404
1467836067625,p1,7.9212,1.3136,5.7464,0.36876,6.1379,7.6324,3.2858,-8.5493,3.4818,-3.5224,9.0361,-0.92548,-2.7953,-9.107,2.6333
1467836067665,p1,7.8765,1.2993,5.7161,0.33929,6.1526,7.6177,3.3274,-8.6297,3.5107,-3.53,9.0661,-0.93317,-2.7728,-9.0922,2.6412
1467836067705,p1,7.9362,1.3136,5.7166,0.34426,6.167,7.6469,3.2761,-8.5444,3.5011,-3.5076,9.0587,-0.93271,-2.7728,-9.1219,2.6112
1467836067745,p1,7.8988,1.2696,5.6862,0.37848,6.1428,7.6179,3.32,-8.5518,3.4702,-3.5374,9.0436,-0.93329,-2.8027,-9.077,2.6258
1467836067785,p1,7.8764,1.2698,5.6711,0.40783,6.1139,7.5936,3.3248,-8.564,3.4827,-3.5449,9.051,-0.93345,-2.8027,-9.092,2.6482
1467836067825,p1,7.9063,1.2992,5.6865,0.37339,6.1721,7.5888,3.3249,-8.5762,3.4927,-3.5374,9.051,-0.91829,-2.8027,-9.0696,2.6482
1467836067865,p1,7.9659,1.2691,5.6718,0.36876,6.1548,7.6446,3.3687,-8.5837,3.4861,-3.5524,9.0659,-0.91111,-2.7952,-9.092,2.6334
1467836067905,p1,7.9064,1.2845,5.6491,0.38825,6.1356,7.6082,3.3102,-8.5251,3.4573,-3.5298,9.036,-0.91812,-2.7728,-9.0996,2.6188
1467836067945,p1,7.9213,1.2697,5.6267,0.36873,6.1283,7.6177,3.337,-8.5714,3.4879,-3.5374,9.051,-0.91829,-2.7877,-9.0771,2.6186
1467836067985,p1,7.9361,1.2841,5.6941,0.36868,6.1718,7.6374,3.3443,-8.5714,3.488,-3.5075,9.0437,-0.93269,-2.7877,-9.0921,2.6559
1467836068025,p1,7.9363,1.2991,5.6345,0.39321,6.1186,7.613,3.3493,-8.5981,3.4567,-3.5375,9.0661,-0.93332,-2.8027,-9.0695,2.6183
1467836068065,p1,7.9288,1.2845,5.6119,0.4078,6.155,7.6132,3.3638,-8.5496,3.4634,-3.5448,9.051,-0.91844,-2.8102,-9.077,2.6331
1467836068105,p1,7.9588,1.2992,5.5675,0.4127,6.1429,7.6084,3.376,-8.5448,3.4636,-3.5523,9.0509,-0.91859,-2.8102,-9.077,2.6331
1467836068145,p1,7.9363,1.2919,5.5971,0.39316,6.1428,7.618,3.376,-8.5545,3.4588,-3.5374,9.0659,-0.8883,-2.7878,-9.092,2.6185
1467836068185,p1,7.9814,1.3436,5.553,0.38817,6.1575,7.6034,3.3833,-8.5497,3.4637,-3.5523,9.0509,-0.90358,-2.8027,-9.092,2.6332
1467836068225,p1,7.9511,1.2253,5.5371,0.42007,6.1332,7.6059,3.3784,-8.5375,3.4537,-3.5523,9.0509,-0.89608,-2.8027,-9.092,2.6258
1467836068265,p1,7.9216,1.3438,5.6197,0.4078,6.1139,7.5863,3.3833,-8.54,3.4489,-3.5373,9.0509,-0.90329,-2.7877,-9.0921,2.6335
1467836068305,p1,8.0257,1.2691,5.5678,0.38816,6.1937,7.6254,3.3883,-8.6226,3.4602,-3.5224,9.0585,-0.89549,-2.8027,-9.0771,2.6333
1467836068345,p1,7.9662,1.2697,5.5375,0.42751,6.1427,7.6376,3.3638,-8.5034,3.4382,-3.5374,9.066,-0.91081,-2.8027,-9.0771,2.6482
1467836068385,p1,7.9066,1.2849,5.5521,0.4199,6.1479,7.5744,3.3882,-8.5545,3.4223,-3.5522,9.036,-0.92608,-2.8327,-9.0919,2.6477
1467836068425,p1,7.966,1.2914,5.657,0.43473,6.1526,7.6134,3.3541,-8.5642,3.4684,-3.5675,9.0959,-0.92645,-2.8177,-9.092,2.6479
1467836068465,p1,7.9736,1.2548,5.5225,0.38343,6.1283,7.6227,3.3493,-8.5836,3.4736,-3.5373,9.0434,-0.90328,-2.8027,-9.0771,2.6333
1467836068505,p1,7.9215,1.2848,5.5522,0.37608,6.1307,7.6227,3.3248,-8.5251,3.4575,-3.53,9.066,-0.91816,-2.7877,-9.0921,2.6335
1467836068545,p1,7.8916,1.2921,5.6266,0.38824,6.1235,7.5984,3.337,-8.5519,3.4631,-3.5224,9.0436,-0.93299,-2.7878,-9.092,2.6185
1467836068585,p1,7.9361,1.2694,5.6567,0.37846,6.1477,7.6179,3.3541,-8.5642,3.4831,-3.5226,9.0811,-0.93303,-2.7877,-9.0771,2.6335
1467836068625,p1,7.951,1.284,5.6867,0.39311,6.155,7.6131,3.3297,-8.5786,3.4903,-3.5074,9.0436,-0.90268,-2.8177,-9.092,2.6479
1467836068665,p1,7.9214,1.2845,5.6119,0.39327,6.1234,7.6324,3.3394,-8.5374,3.4824,-3.5374,9.066,-0.91831,-2.7877,-9.0621,2.6186
1467836068705,p1,7.9362,1.2844,5.6269,0.39803,6.1477,7.6131,3.3419,-8.5495,3.4631,-3.5374,9.051,-0.9258,-2.7877,-9.0697,2.6335
1467836068745,p1,7.9661,1.2989,5.6272,0.37361,6.1477,7.6276,3.3565,-8.569,3.4783,-3.5525,9.081,-0.92613,-2.7877,-9.0921,2.6335
1467836068785,p1,7.9659,1.2692,5.6569,0.36133,6.1477,7.6178,3.3321,-8.569,3.5171,-3.5597,9.0508,-0.88873,-2.8028,-9.1069,2.6182
1467836068825,p1,7.9812,1.2918,5.5228,0.38324,6.172,7.6059,3.3443,-8.5399,3.507,-3.545,9.0661,-0.94847,-2.8102,-9.0919,2.6182
1467836068865,p1,7.9064,1.233,5.5517,0.38337,6.1332,7.6106,3.3297,-8.5397,3.4579,-3.5,9.0511,-0.91754,-2.7727,-9.0772,2.6487
1467836068905,p1,7.9215,1.3289,5.642,0.35394,6.1381,7.5983,3.3394,-8.5374,3.5069,-3.5,9.0362,-0.93253,-2.7727,-9.0772,2.6338
1467836068945,p1,8.0107,1.2837,5.6499,0.36126,6.1816,7.6228,3.3639,-8.6298,3.4942,-3.5374,9.0734,-0.88831,-2.8027,-9.0919,2.6183
1467836068985,p1,7.9512,1.2549,5.5597,0.39305,6.1841,7.6181,3.3735,-8.4914,3.4528,-3.5373,9.0509,-0.88828,-2.8027,-9.0845,2.6332
1467836069025,p1,7.9293,1.2705,5.4029,0.41758,6.1284,7.5937,3.3882,-8.5327,3.444,-3.5821,9.0432,-0.89667,-2.8027,-9.0771,2.6407
1467836069065,p1,8.0264,1.3511,5.434,0.38815,6.2058,7.6328,3.3832,-8.5061,3.4923,-3.5749,9.0808,-0.91158,-2.8252,-9.0919,2.6478
1467836069105,p1,7.9508,1.2542,5.7313,0.40295,6.1453,7.618,3.3566,-8.5981,3.4593,-3.5374,9.0511,-0.9333,-2.8102,-9.0994,2.6331
1467836069145,p1,7.8464,1.2991,5.8352,0.35888,6.1139,7.5933,3.2858,-8.5007,3.4663,-3.4776,9.0363,-0.93208,-2.7727,-9.0622,2.6263
1467836069185,p1,7.7869,1.2999,5.7527,0.39031,6.1817,7.5892,3.3249,-8.6272,3.5107,-3.5224,9.0436,-0.93299,-2.8027,-9.092,2.6482
1467836069225,p1,7.8162,1.2914,5.9543,0.40289,6.1063,7.623,3.3054,-8.5834,3.4925,-3.5599,9.0809,-0.90377,-2.8027,-9.0919,2.6183
1467836069265,p1,7.7943,1.329,5.8574,0.35875,6.1475,7.6326,3.3395,-8.5786,3.4391,-3.5297,9.0359,-0.88811,-2.7877,-9.0771,2.6186
1467836069305,p1,7.7719,1.2703,5.7599,0.36845,6.1259,7.5937,3.3102,-8.5251,3.4573,-3.5298,9.0435,-0.90313,-2.7727,-9.0696,2.6039
1467836069345,p1,7.8165,1.2846,5.82,0.38074,6.1331,7.6108,3.3055,-8.61,3.4587,-3.5375,9.066,-0.92581,-2.7877,-9.0771,2.6261
1467836069385,p1,7.8615,1.2847,5.701,0.39545,6.1475,7.628,3.2957,-8.6173,3.4636,-3.545,9.081,-0.91848,-2.8027,-9.092,2.6482
1467836069425,p1,7.809,1.255,5.8048,0.41279,6.1086,7.6522,3.2664,-8.5928,3.4627,-3.5374,9.0511,-0.94831,-2.7877,-9.0772,2.6634
1467836069465,p1,7.8317,1.3143,5.7606,0.42729,6.1088,7.6061,3.2665,-8.6122,3.4508,-3.5075,9.0363,-0.9702,-2.7952,-9.0623,2.6633
1467836069505,p1,7.8012,1.2252,5.8792,0.39535,6.1622,7.6135,3.2907,-8.5541,3.4526,-3.5525,9.0661,-0.94863,-2.8027,-9.0772,2.6706
1467836069545,p1,7.8468,1.3439,5.746,0.39324,6.0965,7.652,3.2859,-8.5686,3.443,-3.5224,9.0361,-0.93298,-2.7877,-9.0921,2.6335
1467836069585,p1,7.8165,1.2624,5.79,0.36113,6.1524,7.6181,3.3153,-8.6927,3.4897,-3.5598,9.0807,-0.87376,-2.7728,-9.0771,2.6114
1467836069625,p1,8.3573,0.8344,4.4795,-2.2594,5.1844,9.148,0.56928,-3.4202,9.9877,-3.0307,10.949,2.7858,-2.5694,-10.838,1.5453
1467836069665,p1,8.7746,0.72088,4.2432,-1.884,5.3087,9.496,0.5732,-3.0665,10.378,-2.7449,10.605,2.8669,-1.9101,-10.721,1.4895
1467836069705,p1,8.6707,0.7885,4.2131,-2.0131,4.6791,9.8325,2.3439,-4.3049,10.861,-2.6652,9.7117,3.0421,-1.5952,-10.476,1.3312
1467836069745,p1,8.7885,0.54986,4.3765,-2.4852,5.5748,8.6527,1.6319,-3.5201,9.9346,-2.1291,9.9026,2.73,-1.2584,-10.477,1.0829
1467836069785,p1,9.2441,0.54791,3.9473,-2.8699,5.5657,8.5263,1.0697,-2.7046,10.296,-1.7408,9.605,2.3783,-0.72649,-10.427,1.0322
1467836069825,p1,8.9806,0.39127,4.75,-2.9616,4.3754,8.0319,1.1383,-2.2265,8.9829,-1.3388,9.3564,1.2162,-0.47191,-10.405,0.87969
1467836069865,p1,8.7452,0.5967,3.8617,-3.379,4.2611,7.6157,0.20174,-1.8702,9.2412,-0.94158,10.379,0.85543,-0.21657,-10.115,1.0716
1467836069905,p1,8.7909,0.55372,3.3993,-3.7805,3.6235,7.1315,0.3129,-1.3,9.1645,-1.1614,9.9995,1.8343,-0.066767,-10.033,0.90995
1467836069945,p1,8.7878,0.23996,4.0686,-3.1594,3.8078,7.1167,1.0614,-1.3563,8.7075,-0.44261,9.4048,1.2492,-0.03637,-9.7194,0.80672
1467836069985,p1,8.5621,-0.011768,4.4905,-2.3068,4.2625,8.2832,4.6028,-1.174,15.628,2.4774,6.4038,0.68835,0.17433,-9.3031,1.0953
1467836070025,p1,9.7737,0.27976,3.2483,-0.68903,4.9057,8.1114,-0.49346,-4.0921,6.1888,-3.3607,10.762,2.1644,-0.006124,-9.4951,0.70325
1467836070065,p1,9.8955,0.22405,2.1074,-0.64384,7.3658,8.242,0.099022,-0.71762,7.386,-0.041376,8.3566,1.2058,0.32478,-8.795,0.86014
1467836070105,p1,9.2857,0.83404,2.6961,0.59641,5.5209,8.6762,1.601,-4.0466,7.2857,-0.067269,9.1355,1.4521,0.35401,-9.3938,1.1578
1467836070145,p1,9.7562,0.44222,1.5482,0.3569,3.9815,7.6908,1.4089,-2.7095,6.9515,-0.81285,8.9963,1.7374,0.59375,-9.2071,0.86357
1467836070185,p1,8.6429,0.61542,3.0852,0.15149,2.7743,8.1457,1.2437,-3.5461,8.0638,-0.6625,8.8615,1.8456,0.71338,-9.2143,0.62652
1467836070225,p1,9.5702,0.31921,1.1879,-0.3265,2.933,7.4436,1.3911,-4.4363,8.4678,-0.60612,9.4176,1.636,0.66127,-9.0048,0.59632
1467836070265,p1,11.524,0.55639,0.93573,1.0497,4.0253,7.146,3.4484,-4.6545,7.9771,1.1461,9.0325,2.2791,1.2818,-9.7398,0.59735
1467836070305,p1,10.69,0.59245,1.0042,2.8671,4.9994,8.1774,5.0793,-4.3935,9.3493,1.3036,9.6173,0.65347,1.5669,-9.8408,1.3265
1467836070345,p1,9.6549,-0.46123,1.6759,5.4479,5.5502,9.491,6.0837,-3.3694,9.5032,0.29968,10.265,0.79766,1.205,-11.116,1.063
1467836070385,p1,9.3428,1.2508,-1.6202,6.3294,4.0552,9.7934,6.5903,-3.5675,10.209,-0.7911,10.544,1.3307,1.3718,-9.8611,1.0094
1467836070425,p1,10.086,-0.18167,-0.57202,6.5963,2.6039,10.08,6.5955,-2.2999,10.104,-0.39627,9.6868,2.1798,1.2389,-8.9807,1.4877
1467836070465,p1,9.9303,-0.10645,-0.54288,6.5253,2.7327,9.5358,6.0444,-1.7764,9.514,-0.22231,7.8923,2.6808,0.68534,-8.5826,1.584
1467836070505,p1,10.063,-0.50741,-0.57432,5.9721,3.39,9.9777,5.732,-1.8538,10.18,-1.0079,8.1143,2.6347,0.17525,-8.7803,1.1415
1467836070545,p1,9.7055,-0.16533,-0.18687,5.0348,3.5937,9.5111,5.5563,-1.3028,9.4494,-1.6673,9.5778,1.7796,0.075254,-9.7321,0.016692
1467836070585,p1,9.3779,-0.11818,-0.20397,5.4003,3.5328,9.0611,5.9234,-1.7472,8.5239,-1.8055,9.8365,0.74112,-0.38426,-10.427,-1.5468
1467836070625,p1,10.855,-0.098489,-0.68502,5.6244,3.6702,8.2466,6.3391,-2.1821,7.6332,-1.7324,8.7713,0.8788,-0.42727,-10.005,-0.20171
1467836070665,p1,10.148,-0.6576,-2.0965,5.7603,3.5719,8.5094,6.6476,-1.7642,7.8873,-2.1404,8.9058,2.416,-0.52862,-8.6577,1.1897
1467836070705,p1,9.9502,0.18839,-2.0776,5.3344,2.9334,8.6837,6.401,-1.7568,8.4726,-2.5346,8.7303,2.7535,-0.66266,-8.615,1.9795
1467836070745,p1,10.006,-0.70849,-2.0532,5.4099,2.9304,7.333,6.6657,-2.0569,7.2888,-2.276,9.0485,2.2331,-0.93445,-9.6431,1.5463
1467836070785,p1,10.277,-0.25656,-2.6152,5.2382,3.0107,7.2837,6.1775,-1.6835,7.5878,-1.7868,9.4583,1.5372,-0.7265,-10.216,0.62937
1467836070825,p1,10.467,-0.50675,-1.556,4.8334,2.0569,7.0022,5.4966,-1.0121,7.4729,-1.292,9.1971,1.6975,-0.17215,-10.001,0.28073
1467836070865,p1,10.869,-0.5411,-1.1802,4.8661,2.0624,7.8506,4.8097,-2.2848,6.9321,-1.5522,9.1715,2.1875,0.21894,-9.3321,0.7822
